p_felony_count_person,p_misdem_count_person,p_charge_violent,p_current_age,p_age_first_offense,p_juv_fel_count,p_felprop_violarrest,p_murder_arrest,p_felassault_arrest,p_misdemassault_arrest,p_famviol_arrest,p_sex_arrest,p_weapons_arrest,p_n_on_probation,p_current_on_probation,p_prob_revoke,p_charge,p_arrest,p_jail30,p_prison30,p_prison,p_probation,recid
0,0,0,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,7,0,24,16,3,0,0,0,0,0,0,0,0,NA,0,12,28,0,0,0,0,1
2,5,0,34,21,0,0,0,0,0,0,0,0,1,0,0,8,11,0,0,0,1,1
2,6,1,34,21,0,0,0,0,0,0,0,0,1,0,0,9,12,0,0,0,1,0
9,2,4,53,37,0,2,0,1,1,0,0,0,0,0,0,11,21,0,4,5,0,0
1,19,1,57,46,0,0,0,0,0,0,0,0,0,0,0,21,22,2,1,1,0,0
6,0,3,25,25,0,3,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0
0,0,0,39,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
0,0,0,63,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3,1,34,17,0,1,0,0,0,0,0,0,0,0,0,6,6,0,0,0,3,0
0,1,0,33,25,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,3,0,0
0,1,1,39,39,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,13,7,52,42,0,1,0,0,1,0,0,0,0,0,0,15,18,0,0,0,0,1
2,0,0,20,18,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,1
1,0,1,21,21,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
0,0,0,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,1,22,18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3,3,3,53,40,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,1,0
0,0,0,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,34,31,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
6,0,0,60,50,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0
1,0,0,26,26,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
69,7,47,27,19,0,42,0,0,0,0,0,0,0,NA,0,76,107,0,0,0,0,1
1,0,0,49,48,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
0,3,0,55,53,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0
0,0,0,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,0,37,25,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,1,0
0,0,0,41,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,0,21,17,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
0,6,0,21,17,0,0,0,0,0,0,0,0,0,NA,0,6,3,0,0,0,0,0
0,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,1,20,19,0,1,0,0,0,0,0,0,0,1,0,2,2,0,0,0,1,0
0,0,0,37,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,1,18,18,0,1,0,0,0,0,0,2,0,0,0,6,3,0,0,0,0,1
6,14,5,44,24,0,3,0,0,0,0,0,1,6,NA,NA,20,28,1,1,1,0,1
0,0,0,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,25,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,2,1,21,21,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
23,16,4,50,19,0,3,0,0,0,0,0,0,6,0,1,39,37,0,9,9,2,0
0,1,1,52,34,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0
4,5,2,37,19,0,2,0,0,0,0,0,0,0,0,0,9,11,0,0,0,1,0
0,0,0,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,2,51,40,0,0,0,0,1,0,0,0,0,0,0,3,4,0,0,0,1,0
15,11,10,29,18,0,1,0,6,2,0,0,0,15,0,0,27,37,0,0,0,4,1
1,1,2,23,20,0,0,0,1,1,0,0,0,0,0,0,2,2,0,0,0,0,1
1,5,4,23,19,0,0,0,0,1,0,0,0,0,0,0,6,5,0,0,0,0,0
2,0,2,22,16,0,2,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0
3,0,2,23,22,0,2,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0
3,12,1,34,25,0,0,0,0,0,0,0,0,1,0,0,15,19,0,0,0,2,1
0,0,0,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,9,0,28,23,0,0,0,0,0,0,0,0,3,1,0,9,0,0,0,0,1,0
0,1,0,23,19,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1,2,0,23,19,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,1
0,4,0,20,17,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1
3,4,0,32,29,0,0,0,0,0,0,0,1,0,0,0,7,5,0,0,0,0,1
0,3,1,19,18,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1
0,0,0,59,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3,1,21,19,0,0,0,0,1,0,0,0,0,0,0,5,9,0,0,0,0,1
0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,12,16,30,17,4,9,0,0,0,0,0,0,20,0,0,35,65,2,2,2,4,0
1,1,0,30,19,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,1
8,10,6,31,18,0,1,0,4,1,0,0,1,0,0,0,18,27,0,0,0,1,1
2,4,3,21,19,0,0,0,0,2,0,0,0,0,NA,0,6,9,0,0,0,0,1
0,5,0,23,22,0,0,0,0,0,0,0,0,0,0,0,5,24,0,0,0,0,0
0,0,0,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,1,48,24,0,0,0,0,0,0,0,0,1,0,1,12,20,0,0,0,6,0
0,0,0,19,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,20,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,1,29,25,0,0,0,0,0,0,0,0,0,NA,0,9,14,0,0,0,0,1
1,13,2,32,19,0,0,0,0,2,0,0,0,0,0,0,14,6,0,0,0,0,1
0,1,0,21,20,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
10,15,1,35,17,0,0,0,0,0,0,0,2,8,0,1,26,32,0,1,1,7,1
0,11,0,25,19,0,0,0,0,0,0,0,1,0,0,0,11,8,0,0,0,0,1
0,0,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,2,6,25,21,0,6,0,0,0,0,0,0,0,1,0,8,19,0,0,0,2,0
4,5,2,24,19,0,1,0,0,1,0,0,0,5,0,0,9,20,0,1,1,1,0
21,13,17,50,18,0,10,0,4,1,0,0,0,4,NA,0,36,44,1,5,6,0,1
0,2,0,18,18,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1
1,0,0,55,53,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
4,4,0,24,19,0,0,0,0,0,0,0,0,2,0,0,8,17,0,1,1,1,0
0,1,0,34,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0,0,31,17,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,2,0
2,3,1,26,18,0,0,0,1,0,0,0,0,0,0,0,5,6,0,0,0,2,1
0,1,0,26,26,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
0,0,0,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,17,4,27,14,0,0,0,0,0,0,0,0,17,NA,0,33,42,0,0,0,0,1
1,3,3,21,19,0,0,0,0,1,0,0,0,0,0,0,4,5,0,0,0,0,0
5,3,3,23,19,0,3,0,0,0,0,0,0,0,1,0,8,11,0,0,0,1,1
0,0,0,41,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,1,0,29,28,0,0,0,0,0,0,0,0,0,NA,0,95,96,0,0,0,0,1
5,2,3,58,54,0,0,0,3,0,0,0,0,0,0,0,7,7,0,0,0,0,0
0,4,0,38,29,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
0,0,0,51,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5,1,20,18,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,1
0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,20,19,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
0,0,0,39,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,33,27,0,0,0,0,0,0,0,0,0,NA,0,1,2,0,0,0,0,1
0,4,0,41,34,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0
14,14,5,27,16,0,3,0,0,2,0,0,2,2,1,0,29,47,0,0,0,3,0
3,2,3,26,26,0,0,0,1,2,0,0,1,0,0,0,5,0,0,0,0,0,0
1,2,2,35,35,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1
1,0,1,19,18,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2,4,2,23,19,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0
3,4,1,23,20,0,1,0,0,0,0,0,0,0,NA,0,7,5,0,0,0,0,1
4,4,2,17,15,4,2,0,0,0,0,0,0,0,0,0,8,6,0,0,0,0,0
4,4,2,17,15,4,2,0,0,0,0,0,0,0,0,0,8,6,0,0,0,0,0
0,0,0,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,15,8,33,17,0,2,0,1,2,0,0,0,10,0,0,24,30,0,0,0,4,0
1,5,0,48,21,0,0,0,0,0,0,0,0,0,NA,NA,7,6,0,1,1,0,0
0,0,0,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,24,19,0,1,0,0,0,0,0,0,0,0,0,3,6,0,0,0,1,0
0,0,0,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15,5,6,31,20,0,4,0,0,1,0,0,8,10,NA,0,20,27,0,0,0,0,1
0,1,0,33,29,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,5,0,26,19,0,0,0,0,0,0,0,0,2,1,0,18,28,0,1,1,2,1
0,0,0,37,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,0,34,23,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,1,0
8,5,5,23,18,0,5,0,0,0,0,0,0,2,NA,0,13,20,0,0,0,0,1
0,0,0,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,66,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,25,16,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,0,25,21,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3,8,8,21,18,0,0,0,3,3,0,0,0,0,NA,0,11,16,0,0,0,0,0
5,8,5,37,20,0,2,0,0,1,0,0,0,0,0,0,13,16,0,1,1,1,0
0,0,0,24,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,19,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,39,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,2,23,18,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
5,4,4,31,20,0,0,0,4,0,0,0,0,0,0,0,9,6,0,0,0,0,0
0,0,0,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,1,43,43,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1
5,3,4,31,18,0,2,0,2,0,0,0,0,0,0,0,8,9,0,0,0,0,0
0,0,0,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,29,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,27,24,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
3,8,1,43,25,0,0,0,0,0,0,0,0,0,0,0,12,19,0,0,0,2,0
0,0,0,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,53,52,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
0,2,1,23,21,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0
0,0,0,19,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,1,29,29,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
3,1,2,30,29,0,1,0,0,0,0,0,0,0,NA,0,4,3,0,0,0,0,1
3,2,2,31,29,0,1,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0
0,1,0,37,31,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,20,19,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,3,1,25,20,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0
0,0,0,19,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,20,19,0,0,0,1,0,0,0,0,0,0,0,3,2,0,0,0,0,0
2,4,1,28,23,0,1,0,0,0,0,0,0,0,0,0,6,15,0,0,0,1,1
8,5,4,57,42,0,0,0,4,0,0,0,0,0,0,0,14,28,0,0,0,1,1
0,0,0,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,0,39,33,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,0,0,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2,6,18,18,0,0,0,0,0,0,0,0,0,0,0,10,9,0,0,0,0,1
4,7,4,54,28,0,1,0,0,1,0,0,0,0,0,1,12,17,0,0,0,2,1
0,2,2,34,34,0,0,0,0,2,0,0,0,0,NA,0,2,1,0,0,0,0,0
2,4,3,28,19,0,1,0,0,1,0,0,0,0,0,0,6,6,0,0,0,1,0
0,1,1,49,45,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
8,0,1,19,19,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
14,7,11,41,19,0,5,0,0,3,0,2,0,3,0,1,21,26,0,3,4,3,0
0,1,0,25,19,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
0,0,0,37,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7,3,45,20,0,1,0,0,0,0,0,0,0,0,0,14,12,0,4,5,0,1
0,0,0,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,0,48,24,0,0,0,0,0,0,0,1,0,0,0,5,9,0,0,0,0,0
0,0,0,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
24,31,17,33,17,1,1,0,6,8,0,0,4,9,0,1,55,73,0,0,0,3,1
4,1,2,55,49,0,2,0,0,0,0,0,0,0,NA,0,5,3,0,0,0,0,0
0,0,0,67,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,53,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,2,56,45,0,0,0,0,1,0,0,0,1,0,0,4,6,0,1,1,2,1
0,0,0,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,3,18,17,4,2,0,0,0,0,0,0,0,NA,0,5,5,0,0,0,0,0
4,1,3,18,17,4,2,0,0,0,0,0,0,0,NA,0,5,5,0,0,0,0,1
0,0,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,17,12,55,23,0,7,0,1,1,0,0,0,2,NA,0,30,55,0,7,8,0,0
0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,22,19,29,21,0,13,0,0,1,0,0,0,12,1,1,39,43,0,1,1,8,1
16,25,24,29,21,0,15,0,0,1,0,0,0,17,1,1,44,46,1,1,1,8,1
0,0,0,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,8,11,63,31,0,1,0,8,1,0,0,5,0,0,0,21,30,0,0,0,0,0
2,3,2,25,18,0,0,0,0,2,0,0,0,0,0,0,5,6,0,0,0,2,0
0,0,0,22,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,10,13,51,18,0,2,0,1,3,0,3,0,2,NA,0,23,21,0,0,0,0,0
0,1,0,39,38,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
5,8,1,27,18,0,0,0,1,0,0,0,0,1,NA,0,13,17,0,0,0,0,1
1,1,2,18,18,0,1,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0
0,0,0,70,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,45,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,29,28,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1
2,12,0,53,37,0,0,0,0,0,0,0,0,0,0,0,14,21,0,0,0,0,0
0,0,0,56,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,49,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,37,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,20,18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,1,0,43,41,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,1
5,4,4,31,17,0,1,0,2,0,0,0,0,0,0,0,10,17,0,0,0,0,0
4,2,3,27,21,0,2,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0
0,0,0,36,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,4,0,43,36,0,0,0,0,0,0,0,0,0,0,0,5,10,0,3,4,0,0
7,18,1,43,17,0,1,0,0,0,0,0,0,5,0,0,25,36,0,0,0,5,1
1,4,4,31,26,0,1,0,0,2,0,0,0,1,1,0,5,5,0,0,0,2,0
6,18,6,27,17,0,2,0,0,2,0,0,0,5,1,1,24,31,1,1,1,3,1
9,29,9,29,17,0,3,0,0,2,0,0,0,7,NA,NA,38,38,1,1,1,0,0
0,0,0,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,40,20,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
3,1,1,49,37,0,1,0,0,0,0,0,0,0,0,0,4,3,0,1,1,0,0
0,6,1,42,25,0,0,0,0,1,0,0,0,0,0,0,8,23,0,0,0,1,1
0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,41,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,14,0,34,26,0,0,0,0,0,0,0,0,0,0,0,16,24,0,0,0,0,0
5,4,7,27,18,0,2,0,2,3,0,0,0,1,0,0,9,18,0,0,0,4,1
2,11,1,29,17,0,1,0,0,0,0,0,0,1,0,0,15,21,0,0,0,1,0
2,9,4,28,20,0,2,0,0,2,0,0,0,2,0,0,11,15,0,0,0,1,0
1,1,2,30,20,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0
1,3,0,22,18,0,0,0,0,0,0,0,0,0,1,0,4,2,0,0,0,1,0
0,0,0,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,1,18,18,0,1,0,0,0,0,0,0,0,NA,0,2,2,0,0,0,0,0
7,11,0,61,52,0,0,0,0,0,0,0,0,0,0,0,18,21,0,0,0,0,0
0,1,1,33,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
5,0,2,54,49,0,0,0,0,0,0,2,0,0,NA,0,5,5,0,0,0,0,0
0,0,0,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,5,2,37,26,0,1,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0
4,0,3,31,18,0,1,0,2,0,0,0,0,0,0,0,4,14,1,1,1,0,0
5,2,4,50,18,0,1,0,2,1,0,0,2,0,0,0,7,8,0,0,0,0,0
2,7,6,62,51,0,1,0,0,0,0,0,0,0,0,0,9,11,0,8,8,1,0
0,4,0,25,21,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0
0,0,0,36,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0,1,0,62,59,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,25,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2,3,18,17,2,2,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0
0,0,0,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,0,28,27,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0
0,2,0,32,22,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
0,0,0,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,3,3,58,37,0,2,0,0,0,0,0,0,3,0,2,8,9,0,0,0,1,0
0,0,0,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,0,23,19,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,1
0,0,0,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,30,29,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0
1,0,1,33,30,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
4,0,2,22,21,0,2,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0
0,0,0,38,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,40,29,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
0,0,0,42,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,22,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,22,1,24,15,0,0,0,0,1,0,0,1,3,NA,0,28,34,0,0,0,0,1
1,11,0,27,19,0,0,0,0,0,0,0,0,0,0,0,12,14,0,0,0,2,0
0,1,0,32,29,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0
0,0,0,37,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,7,2,38,34,0,2,0,0,0,0,0,0,0,NA,0,9,12,0,0,0,0,1
0,1,0,38,25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,0,2,21,21,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
0,0,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,15,0,43,29,0,0,0,0,0,0,0,0,0,0,0,15,25,0,0,0,0,0
1,0,0,59,58,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
0,0,0,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,31,20,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
0,0,0,37,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5,3,44,38,0,0,0,1,0,0,0,0,0,0,0,6,9,0,0,0,2,0
3,0,2,27,21,0,2,0,0,0,0,0,1,0,0,0,3,3,0,0,0,1,0
1,2,0,50,38,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,2,0
7,9,4,33,20,0,1,0,0,3,0,0,2,0,0,0,16,25,0,1,1,0,0
1,5,1,47,22,0,0,0,0,1,0,0,0,0,0,0,9,26,0,0,0,3,0
0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,14,17,28,18,0,10,0,0,0,0,0,0,5,0,0,37,41,0,1,1,1,1
25,14,17,29,18,0,10,0,0,0,0,0,0,5,0,0,39,43,1,1,1,1,0
0,2,0,29,28,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1
1,4,1,29,28,0,0,0,0,1,0,0,0,0,0,0,5,3,0,0,0,1,1
2,4,1,30,28,0,0,0,0,1,0,0,0,0,0,0,6,4,0,0,0,1,1
0,0,0,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,22,22,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
0,2,0,34,32,0,0,0,0,0,0,0,0,0,1,0,2,4,0,0,0,1,0
0,1,0,29,24,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0
0,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,15,2,28,19,0,1,0,1,0,0,0,0,5,0,1,24,42,0,1,1,4,1
0,1,0,48,46,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0
