age_at_current_charge,age_at_first_charge,p_charges,p_incarceration,p_probation,p_juv_fel_count,p_felprop_viol,p_murder,p_felassault,p_misdeassault,p_famviol,p_sex_offense,p_weapon,p_fta_two_year,p_fta_two_year_plus,current_violence,current_violence20,p_pending_charge,p_felony,p_misdemeanor,p_violence,total_convictions,p_arrest,p_property,p_traffic,p_drug,p_dui,p_domestic,p_stalking,p_voyeurism,p_fraud,p_stealing,p_trespass,six_month,one_year,three_year,five_year,sex,general_two_year
21,18,6,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
42,28,11,0,1,0,0,0,0,1,0,5,0,0,0,1,0,3,1,2,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
26,18,10,0,2,0,0,0,1,1,0,0,0,0,0,1,0,8,1,4,1,5,4,0,0,5,0,0,0,0,0,0,0,1,1,1,1,1,1
48,22,42,1,1,0,3,0,5,3,0,0,3,0,0,0,0,19,16,11,13,27,23,8,0,8,2,0,0,0,0,4,3,0,0,0,0,1,0
42,33,31,0,6,0,1,0,0,0,0,0,0,0,0,0,0,27,3,13,6,16,15,6,0,3,0,0,0,0,0,6,0,0,0,1,1,1,1
22,21,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,0,0,3,0,0,0,0,0,0,0,1,1,1,1,1,0
20,18,5,0,0,0,0,0,0,1,0,0,0,0,0,1,1,4,0,2,0,2,3,0,0,4,0,0,0,0,0,0,0,0,0,1,1,1,0
39,29,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
34,19,6,0,3,0,0,0,0,1,0,0,0,0,0,0,0,2,2,1,1,3,6,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0
28,22,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
27,19,9,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,2,0,0,1,1,1,0
19,19,4,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,2,0,2,2,0,0,0,2,0,0,0,0,0,0,1,1,1,1,1,1
41,38,10,0,2,0,0,0,0,1,0,0,0,0,0,0,0,5,0,3,1,3,5,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0
22,21,10,0,0,0,2,0,1,0,0,0,0,5,0,1,0,2,0,1,0,1,3,2,0,2,1,0,0,0,0,2,0,0,1,1,1,1,0
32,17,32,1,1,0,1,0,0,2,0,0,0,0,0,1,0,14,4,18,2,23,14,5,1,5,1,0,0,0,0,4,4,1,1,1,1,1,1
28,18,33,0,0,0,13,0,0,0,0,0,0,0,0,1,0,21,11,6,13,17,6,22,0,3,0,0,0,0,0,22,8,1,1,1,1,1,0
30,24,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,2,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
25,18,10,0,1,0,1,0,0,0,0,0,3,2,0,0,0,2,1,4,2,5,6,2,0,2,0,0,0,0,0,2,0,0,0,1,1,1,1
24,18,9,1,1,0,1,0,0,3,0,0,0,0,0,0,0,3,0,3,3,3,5,2,0,3,0,0,0,0,0,2,1,0,0,1,1,0,0
22,16,7,0,1,1,0,0,0,2,0,0,0,0,0,1,0,0,0,2,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0
21,15,21,1,2,0,8,0,0,0,0,0,1,0,0,1,0,14,10,4,8,14,7,11,0,4,0,0,0,0,0,11,1,1,1,1,1,1,1
33,24,29,0,5,0,0,0,0,0,0,0,0,0,0,0,0,19,2,16,0,18,15,0,0,3,0,0,0,0,0,0,0,0,0,1,1,1,1
22,18,7,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4,1,2,2,3,4,0,0,0,0,2,0,0,0,0,0,1,1,1,1,0,1
24,22,6,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0
26,22,9,1,0,0,0,0,0,2,0,0,0,0,0,1,0,3,0,5,2,5,5,4,0,0,0,0,0,0,0,2,1,0,1,1,1,1,1
39,16,27,1,1,1,1,0,1,0,0,0,0,0,0,0,0,15,9,7,4,17,19,3,2,11,0,0,0,0,0,3,0,0,0,0,1,1,1
56,45,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
43,32,8,0,3,0,0,0,0,1,0,0,0,0,0,1,0,1,2,5,0,7,3,0,0,4,0,0,0,0,0,0,0,0,0,0,1,1,0
52,52,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,4,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
33,27,4,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,2,2,3,3,2,0,0,0,0,0,0,0,2,0,0,1,1,1,1,1
36,33,3,0,1,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,2,1,3,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
52,19,33,1,2,0,6,0,0,0,0,0,1,0,0,0,0,10,12,8,6,20,23,9,0,16,0,0,0,0,0,8,3,0,1,1,1,1,1
24,20,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,2,0,0,0,0,0,1,0,0,0,0,1,1,1
29,25,7,0,1,0,0,0,1,2,0,0,0,0,0,1,0,4,0,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
30,24,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2,2,0,3,0,0,0,0,0,2,1,0,0,0,1,1,0
33,20,5,0,1,0,0,0,1,1,0,0,0,0,0,1,0,2,1,2,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
24,20,12,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1
47,28,67,0,8,0,0,0,1,0,0,0,0,0,0,0,0,55,7,52,4,59,46,6,0,5,0,0,0,0,0,3,3,1,1,1,1,0,1
44,22,12,0,2,0,0,0,0,2,0,0,0,0,0,0,0,2,3,4,2,9,6,0,2,5,0,0,0,0,0,0,0,0,0,0,1,1,0
33,25,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1
50,46,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
55,22,41,1,5,0,3,0,3,5,0,0,1,2,0,1,0,23,9,9,11,18,23,11,3,4,1,0,0,0,0,11,6,0,1,1,1,1,1
18,18,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1
25,20,10,0,1,0,0,0,1,0,0,0,0,0,0,1,0,8,1,0,0,1,4,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
45,43,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,3,0,0,4,0,0,0,0,0,0,0,0,0,1,1,1,1
41,36,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,3,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0
43,26,24,0,5,0,1,0,1,1,0,0,2,0,0,1,0,13,3,7,1,10,12,1,0,9,2,0,0,0,0,1,0,0,0,1,1,1,1
47,27,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
27,26,4,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0
46,46,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,3,0,0,0,0,0,0,1,1,1,1,1,0
33,17,26,1,0,1,14,0,0,0,0,0,0,0,0,1,0,23,14,0,13,14,4,26,0,0,0,0,0,0,0,26,12,0,0,0,0,1,0
46,46,5,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
29,24,7,0,0,0,1,0,0,1,0,0,0,0,0,1,0,2,0,2,2,2,6,3,0,0,0,0,0,0,0,3,1,0,0,0,1,1,0
20,19,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
21,19,3,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
18,18,8,1,0,0,3,0,0,0,0,0,0,0,0,1,1,5,3,1,2,4,3,6,0,0,0,0,0,0,0,6,3,1,1,1,1,1,1
18,18,13,1,0,0,4,0,0,0,0,0,0,0,0,1,1,7,4,1,3,5,4,7,0,0,0,0,0,0,0,7,3,1,1,1,1,1,1
24,18,28,1,2,0,10,0,0,0,0,0,0,0,0,1,0,22,9,2,9,11,10,19,0,8,0,0,0,0,0,19,8,1,1,1,1,1,1
22,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,3,0,0,2,0,0,0,0,0,0,0,0,0,1,1,1,0
33,16,24,1,6,2,0,0,0,1,0,0,0,0,0,1,0,12,4,15,0,19,22,1,0,8,0,0,0,0,0,0,1,0,0,1,1,1,0
27,18,12,0,2,0,0,0,1,0,0,0,0,0,0,0,0,11,1,7,1,8,10,0,0,2,0,0,0,0,0,0,0,1,1,1,1,0,1
20,20,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,2,2,0,2,0,0,0,0,0,2,1,1,1,1,1,1,1
21,20,10,1,1,0,1,0,0,1,0,0,0,0,0,1,0,6,2,1,1,3,4,2,0,2,0,0,0,0,0,2,1,0,1,1,1,1,0
47,29,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,0,9,11,0,5,4,0,0,0,0,0,0,0,0,0,0,1,1,0
47,31,10,0,3,0,0,0,1,1,0,0,0,0,0,1,0,5,1,4,1,5,8,0,1,3,0,0,0,0,0,0,0,1,1,1,1,1,0
37,33,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
21,19,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,3,0,3,2,2,0,3,0,0,0,0,0,0,2,1,1,1,1,1,1
51,37,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,0,2,1,0,0,0,0,0,0,1,1,1,1,1,1
35,32,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,0,3,5,0,0,10,0,0,0,0,0,0,0,1,1,1,1,1,1
22,16,9,1,0,0,1,0,0,1,0,0,0,0,0,0,0,2,4,2,2,6,4,1,0,6,0,0,0,0,0,1,0,1,1,1,1,1,0
44,43,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
22,22,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,2,1,0,2,0,0,0,0,0,1,1,1,1,1,1,1,0
30,26,6,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
24,18,5,1,2,0,2,0,0,0,0,0,0,0,0,1,0,3,2,2,1,4,8,2,0,2,0,0,0,0,0,2,0,0,0,0,1,1,0
30,23,35,0,5,0,3,0,1,1,0,0,0,0,0,0,0,28,3,16,5,19,16,3,0,3,2,0,0,0,0,3,0,0,1,1,1,1,1
30,23,35,0,5,0,3,0,1,1,0,0,0,0,0,0,0,28,3,16,5,19,16,3,0,3,2,0,0,0,0,3,0,0,0,1,1,1,1
31,18,28,0,4,0,2,0,0,3,0,0,0,0,0,1,0,12,1,17,3,18,21,2,0,3,0,0,0,0,0,2,0,0,0,1,1,1,1
40,21,15,0,2,0,0,0,3,4,0,0,0,0,0,1,0,9,2,2,5,4,13,1,0,2,0,0,0,0,0,1,1,0,0,1,1,1,1
40,21,16,1,2,0,0,0,3,5,0,0,0,0,0,1,0,11,3,2,7,5,14,1,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1
32,30,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,3,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1
22,15,16,1,5,0,2,0,0,0,0,0,0,0,0,1,0,12,4,3,1,7,14,6,0,7,0,0,0,0,0,6,4,0,1,1,1,1,1
59,39,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
49,48,10,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,5,5,1,5,0,0,0,0,0,0,0,5,0,1,1,1,1,0,0
36,35,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,1,1,1
31,18,14,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0,6,4,0,0,10,0,0,0,0,0,0,0,0,0,0,1,1,1
45,22,18,1,1,0,0,0,0,0,0,0,9,0,0,0,0,16,5,3,0,8,7,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0
32,18,23,1,1,0,1,0,1,2,0,0,0,0,0,0,0,13,0,6,8,6,11,5,1,2,0,0,0,0,0,3,0,1,1,1,1,0,0
35,34,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,1,1,1,1,1,0
21,18,9,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,5,3,5,4,5,0,1,0,0,0,0,0,5,1,1,1,1,1,1,1
21,18,12,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4,1,5,4,6,5,7,0,1,0,0,0,0,0,7,2,1,1,1,1,1,1
22,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1
38,38,2,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1
38,38,3,1,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,2,0,3,0,0,0,0,0,2,0,2,0,0,1,1,1,1,1,0
38,17,21,1,0,0,4,0,2,0,0,0,0,0,0,0,0,7,9,4,6,13,9,6,0,6,1,0,0,0,0,6,2,0,1,1,1,1,1
20,19,6,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1
21,19,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,1,0,0,4,0,0,0,0,0,0,0,0,0,1,1,1,1
18,18,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,3,3,0,0,0,0,0,0,0,3,3,0,1,1,1,1,0
31,16,51,1,4,0,0,0,0,0,0,0,0,0,0,0,0,29,10,16,1,27,22,2,2,12,1,0,0,0,0,1,1,1,1,1,1,1,1
30,28,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
23,18,6,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
38,15,14,1,1,2,2,0,0,0,0,0,0,0,0,0,0,3,3,6,2,9,11,2,1,4,1,0,0,0,0,2,0,0,0,1,1,1,0
26,18,16,1,6,0,0,0,0,0,0,0,0,0,0,0,0,11,3,9,0,12,12,1,0,6,0,0,0,0,0,1,1,1,1,1,1,1,1
22,18,16,0,1,0,0,0,0,1,0,0,0,0,0,1,0,13,2,6,1,8,5,4,0,2,2,0,0,0,0,3,3,0,1,1,1,1,0
46,31,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,3,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
19,19,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0
29,23,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
48,38,10,0,0,0,0,0,0,3,0,0,0,0,0,1,0,5,0,2,0,2,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1
32,31,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0
22,17,15,0,0,0,4,0,0,0,0,0,0,0,0,1,0,9,3,4,4,9,5,8,0,1,0,0,0,0,0,8,1,1,1,1,1,1,1
30,27,13,1,0,0,1,0,0,0,0,0,0,0,0,1,0,10,0,6,0,6,2,2,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1
22,22,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
24,18,18,0,0,0,1,0,1,0,0,0,0,0,0,0,0,13,5,7,3,12,8,2,0,3,0,0,0,0,0,2,1,0,1,1,1,1,0
22,18,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,3,2,4,4,1,0,4,0,0,0,0,0,1,0,0,0,1,1,1,0
28,27,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
24,20,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,4,1,4,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
27,18,27,0,3,0,3,0,6,2,0,0,0,1,0,1,0,14,8,11,9,19,12,5,0,2,0,0,0,0,0,4,2,1,1,1,1,1,1
47,29,21,0,6,0,2,0,1,1,0,0,0,0,0,0,0,4,3,8,6,11,14,4,0,0,11,0,1,0,1,2,1,0,0,1,1,1,1
30,25,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
29,18,10,0,0,0,1,0,1,0,0,0,1,0,0,1,0,6,0,4,1,4,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0
35,20,7,0,1,0,2,0,0,0,0,0,0,0,0,0,0,3,3,3,2,6,7,2,0,3,0,0,0,0,0,2,0,0,0,0,0,1,0
19,18,4,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0
18,18,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,3,1,0,0,7,0,0,0,0,0,0,0,1,1,1,1,1,1
33,27,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,2,1,4,2,0,2,0,0,0,0,0,2,0,0,0,0,0,1,1
22,20,11,0,0,0,1,0,1,0,0,0,0,0,0,1,0,7,0,1,1,1,3,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1
26,23,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
21,18,10,0,1,0,3,0,1,1,0,0,0,0,0,1,0,1,3,4,4,7,7,6,0,0,0,0,0,0,0,5,3,0,1,1,1,1,0
18,15,11,1,0,0,0,0,0,0,0,0,0,5,1,0,0,4,0,7,0,7,3,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
25,24,3,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
57,24,21,1,3,0,2,0,0,0,0,0,0,0,0,1,0,7,5,4,2,11,16,4,5,4,1,0,0,0,0,4,1,0,0,0,1,1,0
29,27,12,1,0,0,0,0,0,1,0,0,0,0,0,1,0,9,0,4,2,4,5,2,0,3,0,0,0,0,0,0,0,1,1,1,1,1,0
50,39,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
21,18,7,0,0,0,1,0,0,1,0,0,0,0,0,1,0,2,0,2,1,3,3,1,0,3,0,0,0,0,0,1,0,1,1,1,1,1,0
21,18,7,0,0,0,1,0,0,1,0,0,0,0,0,1,0,2,0,2,1,3,3,1,0,3,0,0,0,0,0,1,0,1,1,1,1,1,0
25,16,15,1,2,2,2,0,0,0,0,0,5,0,0,1,0,0,8,3,1,11,5,2,0,3,0,0,0,0,0,2,0,1,1,1,1,1,1
18,17,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,4,0,0,0,0,0,0,0,1,1,1,1,1,1
31,18,30,0,3,0,2,0,0,1,0,0,0,0,0,0,0,18,6,14,5,20,19,7,0,5,0,0,0,0,0,6,3,1,1,1,1,1,1
39,39,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,1,1,1,0,0
36,34,2,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
28,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
27,22,4,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
48,23,7,0,0,0,1,0,2,2,0,0,0,0,0,1,0,0,1,0,1,2,3,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1
19,19,4,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,3,0,0,0,0,0,0,0,2,1,0,1,1,1,1,1
32,30,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,0,3,3,0,0,2,0,0,0,0,0,0,0,1,1,1,1,1,1
56,30,3,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
28,18,26,1,0,0,10,0,2,1,0,0,0,0,0,1,0,21,7,2,15,9,12,19,0,0,0,0,0,0,0,18,5,0,0,0,0,1,1
28,18,30,1,0,0,10,0,2,1,0,0,0,0,0,1,0,24,7,4,18,11,13,19,0,0,0,1,0,0,0,18,5,1,1,1,1,1,0
43,36,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,4,2,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0
20,18,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,4,3,0,0,7,0,0,0,0,0,0,0,1,1,1,1,1,0
50,47,2,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
41,31,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,2,0,0,0,0,0,0,1,1,1,1,0,0
39,19,16,0,2,0,1,0,0,0,0,0,0,2,0,0,0,12,5,4,1,9,6,1,1,8,1,0,0,0,0,1,0,0,0,1,1,1,0
33,18,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
25,21,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
50,40,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,1,3,0,0,5,1,0,0,0,0,0,0,0,0,1,1,1,0
34,25,2,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
20,14,21,0,0,0,3,0,0,0,0,0,0,0,0,1,1,12,5,0,3,6,10,9,0,5,0,0,0,0,0,9,6,1,1,1,1,1,0
23,18,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,3,0,0,6,0,0,0,0,0,0,0,0,0,1,1,1,1
18,18,6,1,0,0,2,0,0,0,0,0,0,0,0,1,1,4,0,1,1,1,2,4,0,0,0,0,0,0,0,4,2,1,1,1,1,1,0
27,27,3,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,3,0,0,0,0,0,0,0,3,0,1,1,1,1,1,0
35,31,6,0,1,0,0,0,2,1,0,0,0,0,0,1,0,3,0,1,1,1,3,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0
46,24,22,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15,7,6,0,14,18,2,2,10,0,0,0,0,0,0,2,0,0,0,1,1,0
50,30,9,0,2,0,0,0,1,0,0,0,0,0,0,1,0,3,1,5,1,6,6,1,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0
48,28,11,1,0,0,0,0,1,0,0,0,1,0,0,1,0,3,1,3,1,4,8,2,0,0,1,0,0,0,0,2,1,1,1,1,1,1,1
46,19,21,0,2,0,3,0,0,0,0,0,0,0,0,0,0,13,5,4,5,10,12,6,0,10,0,0,0,0,0,6,1,0,0,0,1,1,0
54,27,32,1,3,0,10,0,0,0,0,0,0,0,0,1,0,17,17,6,10,23,19,20,0,4,0,0,0,0,0,20,9,0,1,1,1,1,0
29,23,12,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,0,3,0,3,6,0,0,4,0,0,0,0,0,0,0,0,0,1,1,1,1
27,27,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,1,1,0,0,2,4,0,0,0,0,0,0,1,1,1,1,1,0
25,19,19,0,1,0,0,0,0,1,0,0,0,0,0,1,0,16,0,5,0,5,6,0,0,2,0,0,0,0,0,0,0,1,1,1,1,1,0
19,17,7,0,1,2,1,0,0,0,0,0,0,0,0,0,0,3,2,1,1,3,4,3,0,1,1,0,0,0,0,3,2,0,0,1,1,1,0
25,20,8,0,1,0,1,0,0,0,0,0,0,0,0,1,0,4,0,4,1,4,2,5,0,0,0,0,0,0,0,3,3,0,0,1,1,1,1
19,18,8,0,0,0,2,1,1,1,0,0,0,0,0,1,1,3,0,1,2,1,1,2,0,0,0,0,0,0,0,2,0,0,0,1,1,1,0
35,30,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,1,1,1,0
29,24,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,3,1,0,0,7,0,0,0,0,0,0,0,0,0,0,1,1,0
56,22,6,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,1,1,2,2,3,3,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0
24,21,8,1,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,2,0,2,5,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1
19,14,6,0,0,3,1,0,0,0,0,0,0,0,0,0,0,2,3,0,1,3,2,3,0,2,0,0,0,0,0,3,2,0,0,1,1,1,1
